"","year","tourn_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points","w_serveperc","l_serveperc","w_secondserve","l_secondserve","tour"
"1","2010","580","Australian Open","Hard",128,"G",20100118,21,104022,20,NA,"Mikhail Youzhny","R",183,"RUS",27.5674195756,104755,NA,NA,"Richard Gasquet","R",185,"FRA",23.5865845311,"6-7(9) 4-6 7-6(2) 7-6(4) 6-4",5,"R128",293,12,8,188,111,79,40,28,10,16,8,9,179,105,81,30,28,4,10,20,1690,52,865,0.590425531914894,0.58659217877095,0.896103896103896,0.878378378378378,"ATP"
"2","2010","580","Australian Open","Hard",128,"G",20100118,49,104918,5,NA,"Andy Murray","R",190,"GBR",22.6803559206,104731,NA,"Q","Kevin Anderson","R",203,"RSA",23.6714579055,"6-1 6-1 6-2",5,"R128",97,9,1,65,24,21,24,11,3,4,2,2,74,50,26,6,11,4,12,4,6780,148,347,0.369230769230769,0.675675675675676,0.975609756097561,0.916666666666667,"ATP"
"3","2010","580","Australian Open","Hard",128,"G",20100118,53,104545,33,NA,"John Isner","R",206,"USA",24.7310061602,104312,NA,NA,"Andreas Seppi","R",190,"ITA",25.9082819986,"6-3 6-3 3-6 5-7 6-4",5,"R128",197,34,5,155,95,74,29,25,6,9,10,10,141,79,60,35,24,3,6,28,1260,49,900,0.612903225806452,0.560283687943262,0.916666666666667,0.838709677419355,"ATP"
"4","2010","580","Australian Open","Hard",128,"G",20100118,107,105227,14,NA,"Marin Cilic","R",198,"CRO",21.3059548255,104527,19,NA,"Stan Wawrinka","R",183,"SUI",24.810403833,"4-6 6-4 6-3 6-3",5,"R32",200,10,2,115,68,55,24,19,5,7,10,6,128,69,52,26,19,5,10,14,2430,19,1765,0.591304347826087,0.5390625,0.957446808510638,0.898305084745763,"ATP"
"5","2010","580","Australian Open","Hard",128,"G",20100118,110,104545,33,NA,"John Isner","R",206,"USA",24.7310061602,104792,12,NA,"Gael Monfils","R",193,"FRA",23.3812457221,"6-1 4-6 7-6(4) 7-6(5)",5,"R32",168,26,3,131,87,69,24,21,4,7,12,7,126,76,54,26,20,1,5,28,1260,12,2610,0.66412213740458,0.603174603174603,0.931818181818182,0.86,"ATP"
"6","2010","580","Australian Open","Hard",128,"G",20100118,112,104745,2,NA,"Rafael Nadal","L",185,"ESP",23.627652293,104259,27,NA,"Philipp Kohlschreiber","R",178,"GER",26.2587268994,"6-4 6-2 2-6 7-5",5,"R32",210,6,3,138,84,58,28,19,12,15,11,4,128,78,53,24,19,7,12,2,9310,26,1260,0.608695652173913,0.609375,0.944444444444444,0.92,"ATP"
"7","2010","580","Australian Open","Hard",128,"G",20100118,118,105227,14,NA,"Marin Cilic","R",198,"CRO",21.3059548255,105223,4,NA,"Juan Martin del Potro","R",198,"ARG",21.3196440794,"5-7 6-4 7-5 5-7 6-3",5,"R16",278,20,7,173,101,84,34,28,7,10,19,3,181,108,78,40,27,12,16,14,2430,5,6580,0.583815028901734,0.596685082872928,0.902777777777778,0.958904109589041,"ATP"
"8","2010","580","Australian Open","Hard",128,"G",20100118,119,104918,5,NA,"Andy Murray","R",190,"GBR",22.6803559206,104545,33,NA,"John Isner","R",206,"USA",24.7310061602,"7-6(4) 6-3 6-2",5,"R16",132,5,1,90,65,53,17,15,4,4,14,2,89,61,43,8,14,3,5,4,6780,28,1260,0.722222222222222,0.685393258426966,0.96,0.928571428571429,"ATP"
"9","2010","580","Australian Open","Hard",128,"G",20100118,122,104542,10,NA,"Jo-Wilfried Tsonga","R",188,"FRA",24.7556468172,104925,3,NA,"Novak Djokovic","R",188,"SRB",22.6611909651,"7-6(8) 6-7(5) 1-6 6-3 6-1",5,"QF",232,19,2,168,109,74,28,23,10,16,2,9,145,100,67,22,24,4,11,10,2875,3,8310,0.648809523809524,0.689655172413793,0.966101694915254,0.8,"ATP"
"10","2010","580","Australian Open","Hard",128,"G",20100118,124,104918,5,NA,"Andy Murray","R",190,"GBR",22.6803559206,104745,2,NA,"Rafael Nadal","L",185,"ESP",23.627652293,"6-3 7-6(2) 3-0 RET",5,"QF",150,12,1,97,57,44,18,13,10,12,1,1,72,48,30,10,11,6,10,4,6780,2,9310,0.587628865979381,0.666666666666667,0.975,0.958333333333333,"ATP"
"11","2010","580","Australian Open","Hard",128,"G",20100118,125,103819,1,NA,"Roger Federer","R",185,"SUI",28.4462696783,104542,10,NA,"Jo-Wilfried Tsonga","R",188,"FRA",24.7556468172,"6-2 6-3 6-2",5,"SF",88,4,0,69,44,37,17,13,0,0,6,5,70,42,28,11,12,5,10,1,10550,10,2875,0.63768115942029,0.6,1,0.821428571428571,"ATP"
"12","2010","580","Australian Open","Hard",128,"G",20100118,126,104918,5,NA,"Andy Murray","R",190,"GBR",22.6803559206,105227,14,NA,"Marin Cilic","R",198,"CRO",21.3059548255,"3-6 6-4 6-4 6-2",5,"SF",182,4,1,107,68,51,23,19,6,9,6,6,124,70,49,24,18,11,16,4,6780,14,2430,0.635514018691589,0.564516129032258,0.974358974358974,0.888888888888889,"ATP"
"13","2010","580","Australian Open","Hard",128,"G",20100118,127,103819,1,NA,"Roger Federer","R",185,"SUI",28.4462696783,104918,5,NA,"Andy Murray","R",190,"GBR",22.6803559206,"6-3 6-4 7-6(11)",5,"F",161,11,2,112,75,54,22,16,6,8,10,4,104,58,40,24,15,8,12,1,10550,4,6780,0.669642857142857,0.557692307692308,0.945945945945946,0.91304347826087,"ATP"
"14","2010","520","Roland Garros","Clay",128,"G",20100524,17,104918,4,NA,"Andy Murray","R",190,"GBR",23.0253251198,104755,NA,NA,"Richard Gasquet","R",185,"FRA",23.9315537303,"4-6 6-7(5) 6-4 6-2 6-1",5,"R128",244,17,8,165,77,56,49,24,9,12,13,5,158,86,57,34,23,9,16,4,5565,45,920,0.466666666666667,0.544303797468354,0.909090909090909,0.930555555555556,"ATP"
"15","2010","520","Roland Garros","Clay",128,"G",20100524,68,104926,NA,NA,"Fabio Fognini","R",178,"ITA",23.0006844627,104792,13,NA,"Gael Monfils","R",193,"FRA",23.7262149213,"2-6 4-6 7-5 6-4 9-7",5,"R64",256,3,7,167,110,74,25,28,8,16,15,5,200,129,80,32,28,11,19,92,570,15,2220,0.658682634730539,0.645,0.87719298245614,0.929577464788732,"ATP"
"16","2010","520","Roland Garros","Clay",128,"G",20100524,88,104925,3,NA,"Novak Djokovic","R",188,"SRB",23.0061601643,105453,NA,NA,"Kei Nishikori","R",178,"JPN",20.3997262149,"6-1 6-4 6-4",5,"R64",160,3,9,117,74,53,15,14,7,9,1,1,95,57,32,17,13,8,14,3,6405,246,190,0.632478632478632,0.6,0.790697674418605,0.973684210526316,"ATP"
"17","2010","520","Roland Garros","Clay",128,"G",20100524,90,104259,30,NA,"Philipp Kohlschreiber","R",178,"GER",26.6036960986,104312,NA,NA,"Andreas Seppi","R",190,"ITA",26.2532511978,"7-6(5) 6-3 7-5",5,"R64",157,7,1,112,54,39,36,17,4,6,5,2,99,50,33,31,16,5,9,35,1320,66,720,0.482142857142857,0.505050505050505,0.982758620689655,0.959183673469388,"ATP"
"18","2010","520","Roland Garros","Clay",128,"G",20100524,98,104527,20,NA,"Stan Wawrinka","R",183,"SUI",25.1553730322,104926,NA,NA,"Fabio Fognini","R",178,"ITA",23.0006844627,"6-3 6-4 6-1",5,"R32",112,7,3,79,46,32,20,13,3,4,1,6,90,52,32,15,13,5,11,24,1600,92,570,0.582278481012658,0.577777777777778,0.909090909090909,0.842105263157895,"ATP"
"19","2010","520","Roland Garros","Clay",128,"G",20100524,102,104607,15,NA,"Tomas Berdych","R",196,"CZE",24.681724846,104545,17,NA,"John Isner","R",206,"USA",25.0759753593,"6-2 6-2 6-1",5,"R32",93,9,2,55,30,28,17,11,0,0,9,1,91,67,37,7,12,5,12,17,2115,19,1880,0.545454545454545,0.736263736263736,0.92,0.958333333333333,"ATP"
"20","2010","520","Roland Garros","Clay",128,"G",20100524,109,104269,7,NA,"Fernando Verdasco","L",188,"ESP",26.5215605749,104259,30,NA,"Philipp Kohlschreiber","R",178,"GER",26.6036960986,"2-6 6-3 6-3 6-7(1) 6-4",5,"R32",242,5,15,170,128,85,15,24,9,16,3,6,155,91,62,25,24,8,17,9,3645,35,1320,0.752941176470588,0.587096774193548,0.642857142857143,0.90625,"ATP"
"21","2010","520","Roland Garros","Clay",128,"G",20100524,113,103819,1,NA,"Roger Federer","R",185,"SUI",28.7912388775,104527,20,NA,"Stan Wawrinka","R",183,"SUI",25.1553730322,"6-3 7-6(5) 6-2",5,"R16",116,7,0,89,59,43,19,14,3,4,5,4,87,48,38,16,15,3,8,1,10030,24,1600,0.662921348314607,0.551724137931034,1,0.897435897435897,"ATP"
"22","2010","520","Roland Garros","Clay",128,"G",20100524,115,104607,15,NA,"Tomas Berdych","R",196,"CZE",24.681724846,104918,4,NA,"Andy Murray","R",190,"GBR",23.0253251198,"6-4 7-5 6-3",5,"R16",136,10,2,83,38,35,24,15,0,1,14,4,105,54,36,24,16,9,14,17,2115,4,5565,0.457831325301205,0.514285714285714,0.955555555555556,0.92156862745098,"ATP"
"23","2010","520","Roland Garros","Clay",128,"G",20100524,116,104022,11,NA,"Mikhail Youzhny","R",183,"RUS",27.9123887748,104542,8,NA,"Jo-Wilfried Tsonga","R",188,"FRA",25.1006160164,"6-2 RET",5,"R16",30,0,0,17,12,10,3,4,0,1,0,1,20,11,5,1,4,2,5,14,2375,10,3185,0.705882352941177,0.55,1,0.888888888888889,"ATP"
"24","2010","520","Roland Garros","Clay",128,"G",20100524,122,104607,15,NA,"Tomas Berdych","R",196,"CZE",24.681724846,104022,11,NA,"Mikhail Youzhny","R",183,"RUS",27.9123887748,"6-3 6-1 6-2",5,"QF",114,8,2,69,36,31,21,12,3,3,1,3,82,53,31,11,12,6,12,17,2115,14,2375,0.521739130434783,0.646341463414634,0.939393939393939,0.896551724137931,"ATP"
"25","2010","540","Wimbledon","Grass",128,"G",20100621,33,104926,NA,NA,"Fabio Fognini","R",178,"ITA",23.0773442847,104269,8,NA,"Fernando Verdasco","L",188,"ESP",26.598220397,"7-6(9) 6-2 6-7(6) 6-4",5,"R128",174,5,8,141,86,67,35,21,1,1,9,8,140,80,62,31,21,2,5,80,635,9,3645,0.609929078014184,0.571428571428571,0.854545454545454,0.866666666666667,"ATP"
"26","2010","540","Wimbledon","Grass",128,"G",20100621,64,104745,2,NA,"Rafael Nadal","L",185,"ESP",24.0492813142,105453,NA,"WC","Kei Nishikori","R",178,"JPN",20.476386037,"6-2 6-4 6-4",5,"R128",125,8,3,78,54,44,13,14,2,3,4,8,105,66,47,13,14,8,13,1,8745,189,247,0.692307692307692,0.628571428571429,0.875,0.794871794871795,"ATP"
"27","2010","540","Wimbledon","Grass",128,"G",20100621,108,104918,4,NA,"Andy Murray","R",190,"GBR",23.1019849418,104468,26,NA,"Gilles Simon","R",183,"FRA",25.4811772758,"6-1 6-4 6-4",5,"R32",110,15,1,72,47,39,18,14,0,0,2,2,91,49,32,19,13,5,9,4,5155,32,1305,0.652777777777778,0.538461538461538,0.96,0.952380952380952,"ATP"
"28","2010","540","Wimbledon","Grass",128,"G",20100621,110,103970,9,NA,"David Ferrer","R",175,"ESP",28.219028063,104871,NA,NA,"Jeremy Chardy","R",188,"FRA",23.3538672142,"7-5 6-3 4-6 3-6 7-5",5,"R32",184,13,3,150,98,71,27,26,11,16,21,10,146,86,68,24,26,12,18,11,3010,55,820,0.653333333333333,0.589041095890411,0.942307692307692,0.833333333333333,"ATP"
"29","2010","540","Wimbledon","Grass",128,"G",20100621,118,104918,4,NA,"Andy Murray","R",190,"GBR",23.1019849418,105023,18,NA,"Sam Querrey","R",198,"USA",22.7049965777,"7-5 6-3 6-4",5,"R16",126,10,3,95,43,36,33,16,7,8,13,9,115,75,53,15,15,8,12,4,5155,21,1775,0.452631578947368,0.652173913043478,0.942307692307692,0.775,"ATP"
"30","2010","540","Wimbledon","Grass",128,"G",20100621,121,104607,12,NA,"Tomas Berdych","R",196,"CZE",24.758384668,103819,1,NA,"Roger Federer","R",185,"SUI",28.8678986995,"6-4 3-6 6-1 6-4",5,"QF",155,12,6,124,72,59,23,18,7,8,14,1,121,82,57,19,18,2,6,13,2825,2,8525,0.580645161290323,0.677685950413223,0.884615384615385,0.974358974358974,"ATP"
"31","2010","540","Wimbledon","Grass",128,"G",20100621,123,104918,4,NA,"Andy Murray","R",190,"GBR",23.1019849418,104542,10,NA,"Jo-Wilfried Tsonga","R",188,"FRA",25.1772758385,"6-7(5) 7-6(5) 6-2 6-2",5,"QF",169,14,2,119,65,54,34,20,5,6,14,8,146,95,63,26,20,11,16,4,5155,10,3185,0.546218487394958,0.650684931506849,0.962962962962963,0.843137254901961,"ATP"
"32","2010","540","Wimbledon","Grass",128,"G",20100621,125,104607,12,NA,"Tomas Berdych","R",196,"CZE",24.758384668,104925,3,NA,"Novak Djokovic","R",188,"SRB",23.0828199863,"6-3 7-6(9) 6-3",5,"SF",138,11,2,102,58,47,28,16,3,4,9,8,88,64,47,10,14,4,7,13,2825,3,6545,0.568627450980392,0.727272727272727,0.954545454545455,0.666666666666667,"ATP"
"33","2010","540","Wimbledon","Grass",128,"G",20100621,126,104745,2,NA,"Rafael Nadal","L",185,"ESP",24.0492813142,104918,4,NA,"Andy Murray","R",190,"GBR",23.1019849418,"6-4 7-6(6) 6-4",5,"SF",142,4,2,97,68,53,17,16,2,3,15,2,92,55,43,21,16,1,4,1,8745,4,5155,0.701030927835051,0.597826086956522,0.931034482758621,0.945945945945946,"ATP"
"34","2010","540","Wimbledon","Grass",128,"G",20100621,127,104745,2,NA,"Rafael Nadal","L",185,"ESP",24.0492813142,104607,12,NA,"Tomas Berdych","R",196,"CZE",24.758384668,"6-3 7-5 6-4",5,"F",133,5,3,90,62,48,18,15,4,4,13,0,81,48,35,19,16,2,6,1,8745,13,2825,0.688888888888889,0.592592592592593,0.892857142857143,1,"ATP"
"35","2010","560","US Open","Hard",128,"G",20100830,16,104269,8,NA,"Fernando Verdasco","L",188,"ESP",26.7898699521,104926,NA,NA,"Fabio Fognini","R",178,"ITA",23.2689938398,"1-6 7-5 6-1 4-6 6-3",5,"R128",200,13,11,127,73,54,21,22,10,17,3,11,184,107,66,33,23,16,25,8,3330,86,626,0.574803149606299,0.581521739130435,0.796296296296296,0.857142857142857,"ATP"
"36","2010","560","US Open","Hard",128,"G",20100830,66,104468,NA,NA,"Gilles Simon","R",183,"FRA",25.6728268309,104259,29,NA,"Philipp Kohlschreiber","R",178,"GER",26.8720054757,"4-6 6-3 1-6 6-1 6-3",5,"R64",164,11,3,126,69,54,25,21,2,6,9,3,128,75,54,25,21,7,13,42,1055,31,1315,0.547619047619048,0.5859375,0.947368421052632,0.943396226415094,"ATP"
"37","2010","560","US Open","Hard",128,"G",20100830,92,105453,NA,"Q","Kei Nishikori","R",178,"JPN",20.6680355921,105227,11,NA,"Marin Cilic","R",198,"CRO",21.9192334018,"5-7 7-6(6) 3-6 7-6(3) 6-1",5,"R64",299,13,11,185,108,82,30,25,7,12,13,12,194,100,67,50,27,14,19,147,337,13,2855,0.583783783783784,0.515463917525773,0.857142857142857,0.872340425531915,"ATP"
"38","2010","560","US Open","Hard",128,"G",20100830,97,104745,1,NA,"Rafael Nadal","L",185,"ESP",24.2409308693,104468,NA,NA,"Gilles Simon","R",183,"FRA",25.6728268309,"6-4 6-4 6-2",5,"R32",119,6,3,76,43,39,19,14,1,1,6,2,98,54,35,23,14,5,9,1,10745,42,1055,0.565789473684211,0.551020408163265,0.909090909090909,0.954545454545455,"ATP"
"39","2010","560","US Open","Hard",128,"G",20100830,101,104527,25,NA,"Stan Wawrinka","R",183,"SUI",25.4236824093,104918,4,NA,"Andy Murray","R",190,"GBR",23.2936344969,"6-7(3) 7-6(4) 6-3 6-3",5,"R32",236,13,5,136,71,56,29,21,5,10,6,5,151,76,52,32,21,7,15,27,1510,4,5125,0.522058823529412,0.503311258278146,0.923076923076923,0.933333333333333,"ATP"
"40","2010","560","US Open","Hard",128,"G",20100830,103,104022,12,NA,"Mikhail Youzhny","R",183,"RUS",28.180698152,104545,18,NA,"John Isner","R",206,"USA",25.3442847365,"6-4 6-7(7) 7-6(5) 6-4",5,"R32",198,5,8,151,93,68,34,22,7,9,33,2,148,101,78,18,22,8,12,14,2620,20,1805,0.615894039735099,0.682432432432432,0.862068965517241,0.957446808510638,"ATP"
"41","2010","560","US Open","Hard",128,"G",20100830,105,104755,NA,NA,"Richard Gasquet","R",185,"FRA",24.1998631075,104731,NA,NA,"Kevin Anderson","R",203,"RSA",24.2847364819,"6-4 7-6(3) 7-5",5,"R32",150,8,4,99,55,43,27,17,2,4,8,6,117,74,53,17,17,8,12,38,1135,77,677,0.555555555555556,0.632478632478632,0.909090909090909,0.86046511627907,"ATP"
"42","2010","560","US Open","Hard",128,"G",20100830,113,104745,1,NA,"Rafael Nadal","L",185,"ESP",24.2409308693,103852,23,NA,"Feliciano Lopez","L",188,"ESP",28.9418206708,"6-3 6-4 6-4",5,"R16",128,9,1,79,50,45,18,15,4,4,10,5,100,52,39,20,14,6,9,1,10745,25,1515,0.632911392405063,0.52,0.96551724137931,0.895833333333333,"ATP"
"43","2010","560","US Open","Hard",128,"G",20100830,114,104269,8,NA,"Fernando Verdasco","L",188,"ESP",26.7898699521,103970,10,NA,"David Ferrer","R",175,"ESP",28.4106776181,"5-7 6-7(8) 6-3 6-3 7-6(4)",5,"R16",263,16,11,204,115,81,47,27,12,16,7,5,180,115,81,31,27,8,14,8,3330,12,3065,0.563725490196078,0.638888888888889,0.876404494382023,0.923076923076923,"ATP"
"44","2010","560","US Open","Hard",128,"G",20100830,115,104527,25,NA,"Stan Wawrinka","R",183,"SUI",25.4236824093,105023,20,NA,"Sam Querrey","R",198,"USA",22.8966461328,"7-6(9) 6-7(5) 7-5 4-6 6-4",5,"R16",268,18,5,199,103,80,54,28,12,15,19,6,175,95,79,42,28,4,8,27,1510,22,1705,0.517587939698492,0.542857142857143,0.947916666666667,0.925,"ATP"
"45","2010","560","US Open","Hard",128,"G",20100830,117,104792,17,NA,"Gael Monfils","R",193,"FRA",23.9945242984,104755,NA,NA,"Richard Gasquet","R",185,"FRA",24.1998631075,"6-4 7-5 7-5",5,"R16",155,14,4,115,67,55,19,17,6,8,4,7,116,80,52,15,17,12,17,19,2070,38,1135,0.582608695652174,0.689655172413793,0.916666666666667,0.805555555555556,"ATP"
"46","2010","560","US Open","Hard",128,"G",20100830,121,104745,1,NA,"Rafael Nadal","L",185,"ESP",24.2409308693,104269,8,NA,"Fernando Verdasco","L",188,"ESP",26.7898699521,"7-5 6-3 6-4",5,"QF",142,4,0,77,51,43,18,16,0,1,6,5,100,58,36,23,15,5,9,1,10745,8,3330,0.662337662337662,0.58,1,0.880952380952381,"ATP"
"47","2010","560","US Open","Hard",128,"G",20100830,122,104022,12,NA,"Mikhail Youzhny","R",183,"RUS",28.180698152,104527,25,NA,"Stan Wawrinka","R",183,"SUI",25.4236824093,"3-6 7-6(7) 3-6 6-3 6-3",5,"QF",240,2,7,144,94,64,27,23,5,10,16,5,164,89,69,32,25,8,15,14,2620,27,1510,0.652777777777778,0.542682926829268,0.86,0.933333333333333,"ATP"
"48","2010","560","US Open","Hard",128,"G",20100830,123,104925,3,NA,"Novak Djokovic","R",188,"SRB",23.2744695414,104792,17,NA,"Gael Monfils","R",193,"FRA",23.9945242984,"7-6(2) 6-1 6-2",5,"QF",144,1,4,100,74,51,13,13,11,13,3,6,109,61,32,20,14,11,18,3,6665,19,2070,0.74,0.559633027522936,0.846153846153846,0.875,"ATP"
"49","2010","560","US Open","Hard",128,"G",20100830,125,104745,1,NA,"Rafael Nadal","L",185,"ESP",24.2409308693,104022,12,NA,"Mikhail Youzhny","R",183,"RUS",28.180698152,"6-2 6-3 6-4",5,"SF",133,3,1,77,50,39,19,14,1,2,3,5,81,48,32,13,13,3,8,1,10745,14,2620,0.649350649350649,0.592592592592593,0.962962962962963,0.848484848484849,"ATP"
"50","2010","560","US Open","Hard",128,"G",20100830,126,104925,3,NA,"Novak Djokovic","R",188,"SRB",23.2744695414,103819,2,NA,"Roger Federer","R",185,"SUI",29.0595482546,"5-7 6-1 5-7 6-2 7-5",5,"SF",224,4,3,151,94,64,36,26,4,7,12,5,160,84,62,35,25,6,12,3,6665,2,7215,0.622516556291391,0.525,0.947368421052632,0.934210526315789,"ATP"
"51","2010","560","US Open","Hard",128,"G",20100830,127,104745,1,NA,"Rafael Nadal","L",185,"ESP",24.2409308693,104925,3,NA,"Novak Djokovic","R",188,"SRB",23.2744695414,"6-4 5-7 6-4 6-2",5,"F",223,8,2,112,75,55,21,20,1,4,5,4,143,94,61,22,20,20,25,1,10745,3,6665,0.669642857142857,0.657342657342657,0.945945945945946,0.918367346938776,"ATP"
"52","2011","580","Australian Open","Hard",128,"G",20110117,38,105453,NA,NA,"Kei Nishikori","R",178,"JPN",21.0513347023,104926,NA,NA,"Fabio Fognini","R",178,"ITA",23.65229295,"6-1 6-4 6-7(4) 6-4",5,"R128",188,6,3,129,89,61,20,19,11,14,3,5,134,80,52,22,20,7,15,82,599,58,855,0.689922480620155,0.597014925373134,0.925,0.907407407407407,"ATP"
"53","2011","580","Australian Open","Hard",128,"G",20110117,76,104542,13,NA,"Jo-Wilfried Tsonga","R",188,"FRA",25.7522245038,104312,NA,NA,"Andreas Seppi","R",190,"ITA",26.9048596851,"6-3 7-6(1) 7-6(5)",5,"R64",150,20,4,121,78,62,19,17,6,8,8,3,96,55,42,20,16,3,6,13,2345,51,900,0.644628099173554,0.572916666666667,0.906976744186046,0.926829268292683,"ATP"
"54","2011","580","Australian Open","Hard",128,"G",20110117,81,104607,6,NA,"Tomas Berdych","R",196,"CZE",25.3333333333,104259,NA,NA,"Philipp Kohlschreiber","R",178,"GER",27.2553045859,"4-6 6-2 6-3 6-4",5,"R64",183,10,6,121,70,59,25,19,2,3,13,5,120,74,54,17,18,5,9,6,3955,35,1195,0.578512396694215,0.616666666666667,0.882352941176471,0.891304347826087,"ATP"
"55","2011","580","Australian Open","Hard",128,"G",20110117,91,104527,19,NA,"Stan Wawrinka","R",183,"SUI",25.8069815195,105777,NA,"Q","Grigor Dimitrov","R",188,"BUL",19.6741957563,"7-5 6-3 6-3",5,"R64",101,8,0,80,43,33,24,15,5,7,2,6,82,43,31,17,15,4,10,19,1855,105,518,0.5375,0.524390243902439,1,0.846153846153846,"ATP"
"56","2011","580","Australian Open","Hard",128,"G",20110117,96,103819,2,NA,"Roger Federer","R",185,"SUI",29.4428473648,104468,NA,NA,"Gilles Simon","R",183,"FRA",26.0561259411,"6-2 6-3 4-6 4-6 6-3",5,"R64",193,11,1,126,77,61,21,23,4,9,8,5,155,88,49,37,23,10,18,2,9245,34,1210,0.611111111111111,0.567741935483871,0.979591836734694,0.925373134328358,"ATP"
"57","2011","580","Australian Open","Hard",128,"G",20110117,98,105227,15,NA,"Marin Cilic","R",198,"CRO",22.302532512,104545,20,NA,"John Isner","R",206,"USA",25.7275838467,"4-6 6-2 6-7(5) 7-6(2) 9-7",5,"R32",273,22,8,186,106,81,54,29,10,11,26,5,185,128,97,31,29,6,9,15,2140,20,1645,0.56989247311828,0.691891891891892,0.9,0.912280701754386,"ATP"
"58","2011","580","Australian Open","Hard",128,"G",20110117,99,105683,NA,"Q","Milos Raonic","R",196,"CAN",20.0574948665,104022,10,NA,"Mikhail Youzhny","R",183,"RUS",28.5639972621,"6-4 7-5 4-6 6-4",5,"R32",166,28,2,113,77,55,22,21,1,5,3,1,117,71,45,26,21,2,8,152,351,10,2920,0.68141592920354,0.606837606837607,0.944444444444444,0.978260869565217,"ATP"
"59","2011","580","Australian Open","Hard",128,"G",20110117,105,104607,6,NA,"Tomas Berdych","R",196,"CZE",25.3333333333,104755,28,NA,"Richard Gasquet","R",185,"FRA",24.5831622177,"6-2 7-6(3) 6-2",5,"R32",124,9,1,80,57,44,15,14,3,4,10,5,101,55,39,18,14,5,10,6,3955,33,1280,0.7125,0.544554455445545,0.956521739130435,0.891304347826087,"ATP"
"60","2011","580","Australian Open","Hard",128,"G",20110117,106,104269,9,NA,"Fernando Verdasco","L",188,"ESP",27.1731690623,105453,NA,NA,"Kei Nishikori","R",178,"JPN",21.0513347023,"6-2 6-4 6-3",5,"R32",120,3,2,81,59,43,13,13,3,4,1,3,83,57,36,9,14,4,10,9,3240,82,599,0.728395061728395,0.686746987951807,0.909090909090909,0.884615384615385,"ATP"
"61","2011","580","Australian Open","Hard",128,"G",20110117,110,104527,19,NA,"Stan Wawrinka","R",183,"SUI",25.8069815195,104792,12,NA,"Gael Monfils","R",193,"FRA",24.3778234086,"7-6(4) 6-2 6-3",5,"R32",155,11,2,95,60,45,19,14,4,6,3,7,120,69,42,22,15,15,21,19,1855,12,2560,0.631578947368421,0.575,0.942857142857143,0.862745098039216,"ATP"
"62","2011","580","Australian Open","Hard",128,"G",20110117,113,104745,1,NA,"Rafael Nadal","L",185,"ESP",24.6242299795,105227,15,NA,"Marin Cilic","R",198,"CRO",22.302532512,"6-2 6-4 6-3",5,"R16",151,3,3,85,62,49,11,13,2,2,8,4,100,55,42,15,14,9,14,1,12390,15,2140,0.729411764705882,0.55,0.869565217391304,0.911111111111111,"ATP"
"63","2011","580","Australian Open","Hard",128,"G",20110117,114,103970,7,NA,"David Ferrer","R",175,"ESP",28.7939767283,105683,NA,"Q","Milos Raonic","R",196,"CAN",20.0574948665,"4-6 6-2 6-3 6-4",5,"R16",156,3,1,113,80,62,18,19,7,9,15,2,127,77,50,26,18,9,14,7,3895,152,351,0.707964601769911,0.606299212598425,0.96969696969697,0.96,"ATP"
"64","2011","580","Australian Open","Hard",128,"G",20110117,117,104607,6,NA,"Tomas Berdych","R",196,"CZE",25.3333333333,104269,9,NA,"Fernando Verdasco","L",188,"ESP",27.1731690623,"6-4 6-2 6-3",5,"R16",118,11,1,66,43,38,17,14,0,1,10,4,79,45,31,15,13,8,13,6,3955,9,3240,0.651515151515151,0.569620253164557,0.956521739130435,0.882352941176471,"ATP"
"65","2011","580","Australian Open","Hard",128,"G",20110117,121,103970,7,NA,"David Ferrer","R",175,"ESP",28.7939767283,104745,1,NA,"Rafael Nadal","L",185,"ESP",24.6242299795,"6-4 6-2 6-3",5,"QF",153,8,2,73,50,36,13,14,6,8,2,1,104,69,38,13,13,8,15,7,3895,1,12390,0.684931506849315,0.663461538461538,0.91304347826087,0.971428571428571,"ATP"
"66","2011","580","Australian Open","Hard",128,"G",20110117,123,104925,3,NA,"Novak Djokovic","R",188,"SRB",23.6577686516,104607,6,NA,"Tomas Berdych","R",196,"CZE",25.3333333333,"6-1 7-6(5) 6-1",5,"QF",152,10,1,91,62,51,12,14,1,2,6,5,96,52,37,15,12,5,10,3,6240,6,3955,0.681318681318681,0.541666666666667,0.96551724137931,0.886363636363636,"ATP"
"67","2011","580","Australian Open","Hard",128,"G",20110117,124,103819,2,NA,"Roger Federer","R",185,"SUI",29.4428473648,104527,19,NA,"Stan Wawrinka","R",183,"SUI",25.8069815195,"6-1 6-3 6-3",5,"QF",107,5,0,75,58,42,13,13,1,1,1,0,81,47,27,19,12,2,6,2,9245,19,1855,0.773333333333333,0.580246913580247,1,1,"ATP"
